Nationality,ID,letter,text,,
Australian,AU_arc_01,79,"you must excuse me for being so long in writing as I feel like crawling into a hole and never coming out again, I’m the miserablest and sorriest man in all the world since poor old George was killed we were like brothers, we were never apart out of the lines, they used to call us husband and wife in Batt [Battalion], so you can tell how much I miss him. I did not know he was killed until we came out of the lines either, as he was transferred into the Machine gun section a few weeks ago and I was in the bommers [sic], it’s the first time we had been parted in the lines, oh dear Jeanie the way I feel this last few weeks I wish I were gone with him. Well dear little girl I can just imagine how you
all fell [feel] at home being so far away but we will all try and cheer up and pray to
God that we may meet in the next world, everyone [in] the Batt thought such a lot of
him, he was so good and kind, anyone that knew him couldn’t help but like him and
he had grown such a fine boy since he left Australia, he must have stood six foot and
was nearly 13 stone, so you can guess how he filled out and grew, I can’t realise [sic]
its true yet, oh how I wish it wasn’t, every line makes my heartache, no dought
[doubt] poor boy he is better off but it is us that are left behind that will suffer, all his
dear ones that loved him so well but we will all bear up a little for poor old Georges
sake, he wouldn’t like to see all so downhearted, I am sure of that. I am verry verry [sic] sorry to have to bring back old memories to all Georges dear
ones at home but I know you would like to hear as much as you can about him, he
was never so happy as when he was in the lines plugging at old Fritz. I’ll bet he
made the dirty wretches suffer this time with his machine gun before he died by what
I can hear from one of the chaps that was near him at the time, he was killed
instantous [instantaneous]. It was on the 5th of April at a place called Dernacourt
[word censored], poor old boy was shot through the head, as soon as we go up there
again I will do his grave up with some flowers, we are trasferred [transferred] into
different Batt, now there is [words censored]. Well dear Jean I will close with deepest
sympathy to all at home and with tons of love to all your sincere friend Aussy ",,
Australian,AU_arc_02,80,"Many thanks for your bright & chirpy letter of 16 October. I have attended Church Parade this afternoon & after the dullest of dull services conducted by a Padre who it seems to me was quite without personality your letter was particularly welcomed. Don’t look to me to give your Parisian accent. Firstly, I think it most improbable that we will have any opportunity of visiting Paris, which … compliment I will assume is the only fine place in this country. Secondly I haven’t even as much bothered to concern myself with the easiest phrases. I haven’t much time for one thing & certainly
have no inclination. I confess to having no love for the country or the people, & I will
should the War finish tomorrow I would be only too glad to say goodbye to the place for
ever.
We are getting a taste of Winter alright. The sun very rarely shines, & we have a kind of
daylight from about 8am to 4pm, but it is rather dull, & often foggy.
I am particularly well & in spite of commencing this letter in the strain I have written in
excellent spirits. After coming out of the Trenches this last time I wasn’t too good for
several days. We had a hard time of It, & to add to our trials had to tramp for about eight hours before reaching the Camp
placed for us. I had had practically no sleep for four days, had lived in mud 18” thick, thro’
rain & snow & felt absolutely done up. I struggled into a hut, wrapped myself in a couple
of blankets & hardly stirred for over 24 hours. I then made an effort to tidy myself. My
appearance when I had a look at myself in a mirror was mirth provoking beyond doubt. A description is beyond me, but try & picture in mud & rain soaked clothes, hair unbrushed
for a week, face unshaven & unwashed for a similar time & still carrying much Trench
mud & other varieties of that despised article We are now quietly billeted in a very small village. As a matter of fact the village reminds
me very much of the Homestead & outbuildings in a large farm. These are all clustered
together, very old whitewashed & with thatched or tiled roofs. The villagers are all poor.
The surrounding country is all agricultural, & no matter which direction you take you will
not find even the smallest area not under cultivation of some sort. Of course there are no
fences, quite a feature in this country. The county is interesting in a sense, low hills rising
& falling anywhere. They build small Haystacks here, & it would take three or four of them
to make one of the usual stacks which we are accustomed to at home.
I shall be mighty glad to get home, & I will have much pleasure in singing “Good
Company” to your accompaniment. We make a big noise at times. As a matter of fact it it
hadn’t been for a few choruses the train journey we had a few days would have been
unbearable.
I hope you meet with success as School-marm. I love that term. Do you remember a
novel called the “Virginian” by Owen Wisten very popular a few years ago. The heroine
was called by that title & a jolly fine story it was too.
Expect to be in the line overtimes. We will be out I think for about another fortnight. Trust
we will have an easier time than last, which was very serious.
Hope to hear from you often. Perhaps next time may be more cheerful. Feel that I’ve
been rather blue dull this time, but blame the weather.",,
Australian,AU_arc_03,81,"Many thanks for your letter, which I have just received. During the last few days I have been favoured, too, with letters from your sisters Carrie and Nellie to whom I have also written by this mail. Well, I liked you playing tit for tat as regards your name and address, but the pencil! I’ve
a good mind to purchase a dozen fountain pens and never write in pencil again. I’ll
excuse your pencil writing this time, but please try to imagine daylight from about 8 a.m.
to 3.30 p.m. and always dull, when you are about to write again. We have been through a pretty exciting time during the last month, Was under another
attack, made under very heavy machine gun and rifle fire, and had a dinkum fight with
bombs. I got through without harm, which is rather marvelous. This was our first time in
the trenches. Our second was a little quieter although we had a pretty big job on one
night, which was more than ordinarily dangerous. The next morning we had our first experience of snow (how would you like a little of it
now?) after which it rained continuously all day and night. We were relieved that night,
and then moved back to a camp, taking eight hours to do the journey. You might be able
to imagine the state of the country after the rain. It is nothing but shell holes which have
been partially filled with water, and the ground was slippery. We were in a fine state when
we reached our destination. We are quite happy now, however. I have been away from the line for a fortnight, and
feeling much refreshed. It was a great comfort to get a comfortable bed, to be able to eat
in a civilized manner at a table, to be able to wash your face daily, and even to have
warm water for a shave. We are billeted in a small village, a very old place. It is quite
clean however, and it is a treat to be able to move about on roads which were not a foot
deep in mud. Between our two tours on the front line we were camped in huts placed 150 yards off the
road, and the whole surrounding area was mud a foot thick. It was glorious! The roads
weren’t much better, the traffic on them being enormous. Continuously a stream going
each way, the poor old infantry trying to wend their way through all this, in constant
danger of being wholly crushed by a motor lorry or else being trodden on by a heavy
draught horse, and collecting quantities of mud on uniforms and faces. It is extremely cold, but I think I can stand this alright. It is so cold that a small lake on the
roadside has remained frozen except where broken by idle stone throwers, for several
days. I like this place, and would be perfectly satisfied to be here for the ‘duration’. It is
very quiet, but I never want much else than a quiet life when out for a ‘rest’. The so-called ‘rest’ consists of parades, a greater length than we are used to in Australia, but they are
most essential in building us up after trench life, which makes one horribly tired. I am having a great time tonight, writing to catch the mail which is leaving here next
Saturday. There will probably be very little opportunity again for a few weeks.",,
Australian,AU_arc_04,82,"Many thanks for your congratulations. It has been particularly gratifying to my vanity receiving numerous letters from my SA friends and it almost requires a superhuman effort to act and think normally. However, I am persuading myself gradually that I am only a very ordinary soldier who up to now has been exceptionally fortunate. Before attempting a brief outline of my recent work I wish to thank you for the miniature
photo which I like very much and am very glad to have. I hope the time is not far distant
when I’ll have the opportunity of calling at 183 Archer Street and letting you see that I am
still in possession [of it]. And you mustn’t allow such a long interval to happen again. I
enjoyed your last one immensely. When I get home again I’ll see that the detail about the
size of the photo is put right. I notice that you were staying with Chris Kneebone’s people when you wrote. I wish he
was with the battalion at present. He was away sick in November and has not yet come
back. I understand that he has been doing well, but I am afraid that he will be sent to the
3rd. battalion in the next Division being formed in England. If he were here at the present
time he would have a splendid opportunity for promotion. At present we are right forwards, and as our work is done entirely at night I usually put in
an hour in the afternoons writing letters to friends in SA – quite the most pleasing way of
diverting one’s thoughts and attention to the shelling that is always going on. We were a
long way back, enjoying a fortnight’s rest before moving up this time. One fine day we
made a long march, about 12 miles, carrying full weight. It was quite enjoyable,
particularly the latter part of the journey, when we were in comparatively fresh country. [It
is] a great relief from the dismal area where the opposing forces held lines and trenches
for so many months. During the last eight or nine weeks we have made great advances forwards and the
whole aspect is changed. It is a wonderful tonic to everybody, this pushing of the enemy
back. We were in tents for three or four days and these were more or less miserable,
having to do pretty heavy work in continuous rain. The night we moved up here it was
fine and ever since [we] have had fine days. We have been here six days and the
weather has been glorious. Fine clear cloudless days – just a slight keenness in the air –
and the nights moderately warm. You would scarcely realize the difference in the
conditions now and those of ten weeks ago. Preparations [are being made] for another
big push, and practically all the work is done at night. We have posts in the trenches,
which can be made more comfortable than usual. Others have little shelters built into the
sides of sunken walls. I am at present in charge of the company I am attached to. With a bit of luck I would have
now been enjoying ‘Blighty leave’. My OC was evacuated sick, so I couldn’t be spared.
(conceit!). However, it isn’t too bad up here. I am having some enjoyment in the way of
letter writing. You should just see my new quarters. Where I am there is a sunken road,
as a result of many hours of work, and it has now built into quite a ... home. Of course, if
a shell hit the bank I’d probably get smothered and there is always the chance of
shrapnel finding a passage in, but such contingencies cannot always be provided for.
And if there were absolutely no risk, what a dull show it would be! – I don’t think! Maybe we’ll be relieved up here in about a week, when I shall, in all probability, be given
my leave. I feel that I could enjoy myself, in spite of the fact that it is such a long time
Please write some more chirpy letters and write them more frequently than has been the
case lately.",,
Australian,AU_arc_05,83,"Many thanks for your letter of 17th June, which I received a week or so ago. And the parcel. I received that yesterday – contents just splendid! I’ve nearly made myself ill with the chocolate, but please don’t consider that when packing the next one. The sugar is a bright idea. Fortunately we not so unhappily situated as most civilians, who have great troubles in getting this useful commodity. It is a great stunt at country hotels now, the people taking into the Diggers Hall their own sugar, finding the allowance as regulated by the food Controller being insufficient for their needs. It is hardly playing the game, I suppose, but I must confess that I was a guilty partner in a similar situation whilst on my leave a few days ago. I am just finishing up my tour of duty here and return to France, I think, early next week,
just in time to get into a big ‘dust-up’ which has been getting ready for us for quite a long
while. However, it has got to be done, I suppose. We can't expect to be having
experiences such as I have been enjoying recently, all the time. I have had my ten days leave, and return on Saturday night. Four days I spent in London,
and most of the remaining time I was at Torquay in Devon. In London I did the usual
round of restaurants, theatre, and crowded much into the short time. Torquay was lovely.
I never have had such a wondrous experience. Devon is known as perhaps the most
beautiful county in England, and Torquay is possibly the prettiest part of that county. I
met some very charming and interesting people, and for the moment I am madly in love
with the country and the people. To attempt any description of this beautiful place is quite
beyond me, and I will, I am sure, be thinking of it often so that by the time that I return I
may be able to give you some fair idea. Kindly apologise to Nellie and Mollie for their cards. I will write at the first opportunity",,
Australian,AU_arc_06,84,"I received your letter of 25th. November a few days ago. Many thanks for your introduction to Miss Hall. I had a note from her yesterday, and if I am near Salisbury again I shall certainly call. I wish I had known whilst I was with the Training Battalion, as I could have got into Salisbury almost any time, and would have been delighted to meet any one who had friends at home. Although I have had a number of happy experiences and met many people, I always feel that my enjoyment would have been greatly enhanced had I but had the society of old friends from home. I am now at the Australian Corps School and am commanding the second division wing. I
have another officer to assist me, also four Sergeant Instructors. This is my first course
here, and incidentally my first experience in teaching. You should be here to give me a
helping hand. We have 65 students, 20 of which are officers and 45 NCO's. As this
course lasts for five weeks you will see that much work has to be done. Being new to the game I had myself working pretty hard every night, preparing the
training for the next day. Next course, I should say, things will be much easier. I like the
work alright, and am getting quite interested. There is much competition, of course,
between Divisions to win the cups presented at the end of each course. One is for
aggregates, one for musketry, another for sports. My Division at present holds the Sports
cup, and are going really well this time. I have hopes that one or perhaps both of the
others may also be secured. We are at present on the spot where portion of the British line was held in July 1916,
where the long Somme offensive commenced. Within quite easy walking distance is the
famous battle field sacred to Australia, where it was that I first took a hand in this gentle
game of war. It is generally considered that never since that eventful July and August
have we been under anything nearly so hot. I am sure there will be thousands of
Australians who will make a pilgrimage to this place, after the war. It would be a grand
thing if a particular area could be granted to the Australian Government, which I believe
too, is quite possible I am wonderfully fit and well, and to my shame say that in these days of food shortages, I
am getting fat!",,
British,Aggs_lit_01,85,"I do not know how to start this letter. The circumstances are different from any under which I ever wrote before. I am not to post it but will leave it in my pocket, if anything happens to me someone will perhaps post it. We are going over the top this afternoon and only God in Heaven knows who will come out of it alive. I am in his hands and whatever happens I will look to him in this world and the world to come. If I am called my regret is that I leave you and my bairns. I go to him with your dear face the last vision on earth I shall see and your name upon my lips, you the best of women. You will look after by Darling Bairns for me and tell them how their daddy died. h! How I love you all and as I sit here waiting I wonder what you are doing at home. I must not do that. It is hard enough sitting waiting. We may move at any minute. When this reaches you for me there will be no more war, only eternal peace and waiting for you. It is a legacy of struggle for you but God will look after you and we shall meet again when there will be no more parting. I am to write no more sweetheart… Kiss the Bairns for me once more. I dare not think of them my Darlings. Goodbye, you best of women and best of wives, my beloved sweetheart. May God in his mercy look over you and bless you all… May he in that same mercy preserve me today. Eternal love ",,
British,Aggs_lit_02,86,"Just a few lines dear to tell you I am still in the land of the living and keeping well, trusting you are the same dear, I have just received your letter dear and was very pleased to get it. It came rather more punctual this time for it only took five days. We are not in the same place dear, in fact we don’t stay in the same place very long… we are having very nice weather at present dear and I hope it continues… Fondest love and kisses from your",,
British,Aggs_lit_03,87,"I was so delighted to get your letter this morning and know you are quite alright. I am pleased to say I am alright myself and hope dear this will find you the same. I was so pleased to hear darling that you had such a nice enjoyable evening, It was quite a treat I am sure. I don’t suppose you do get much amusement. I am glad you are getting my letters dear, I am not waiting until I get your letters dear now before I write because it would make it so long for you to wait for a letter, and I guess you are pleased to get as many as possible. I can understand darling your not being able to write as frequently. I shall get used to waiting for your letters soon I guess, but at first it seems so strange after being used to having them so regularly.
 Well darling I don’t know any more to say now and I am feeling sleepy. Oh I wish you were here darling, but its no good wishing. Fondest love and lots of kisses from",,
British,Aggs_lit_04,88,"Yes I have got used to the puttees, as they have shaped to my legs by now. And I am getting used to my other things now, as I have been dished out with a rifle and bayonet, and now when I go on parade I have got to wear my belt, bayonet and cartridge pouch and also take the rifle. They have been teaching us bayonet fighting today and I can tell you it makes your arms ache, when you make a point that is, when you lunge out at imaginary enemy, with the rifle at arms length. I think with this hard training they will either make a man of me or kill me. You ought to see me in my Shrapnel Helmet and Gas Mask, it would make you laugh, especially as the helmet wobbles from side to side, every time I walk. Yes I got my food alright and you can have supper if you like to go for it, and you can bet I always go for supper. I am taking your advice and eating all I can Yes I did remember Dolly’s birthday and I have sent her a little badge of my Regiment which she asked for and which I expect you have received by now. You will have to tell Miss Farmer that I think she will have to wait another two months before she sees me on leave. I will see the officer about the allowance in a day or so, as I have heard today that two or three boys mothers are receiving an allowance, but I don’t know how much. Well, I think I will have to close now. As I haven’t anything more to say just at present. Hoping you are quite well. ",,
British,Aggs_lit_05,89,"It is a strange feeling to me but a very real one, that every letter now that I write home to you or to the little sisters may be the last that I shall write or you read. I do not want you to think that I am depressed; indeed on the contrary, I am very cheerful. But out here, in odd moments the realisation comes to me of how close death is to us. A week ago I was talking with a man, a catholic, from Preston, who had been out here for nearly four years, untouched. He was looking forward with certainty to going on leave soon. And now he is dead – killed in a moment during our last advance. Well it was God’s will. I say this to you because I hope that you will realise, as I do, the possibility of the like happening to myself. I feel very glad myself that I can look the fact in the face without fear or misgiving. Much as I hope to live thro’ it all for your sakes and my little sisters! I am quite prepared to give my life as so many have done before me. All I can do is put myself in God’s hands for him to decide, and you and the little ones pray for me to the Sacred Heart and Our Lady. I hope that you will not move out of the old house yet. Write and let me know when anything happens. I see that you went to Preston a few days ago. It seems years and years since I tried to get drowned in the canal.
 With my dear love. Pray for me.",,
British,Aggs_lit_06,90,"Now barring accidents you will get to know all about it. I know you will have a big surprise when you get this letter – I hope it lands without mishap. If anybody in authority was to see it -! Of course you have guessed by now where I had my first experience of the line. Yes, it was on the Ypres salient… Oh it was a lovely ‘baptism of fire’ that night. We had to dig ourselves in and early in the morning Fritz started straffing. Oh Lord, if ever a fellow was afraid, absolutely frightened to death, it was this child. Then one of my Section took shell shock when a big ‘un dropped a couple of yards off the parapet and then the instinct of the leader, or one whose place it is to lead, came to the top and I became as cool and steady as a rock. I had twelve men when we went in, I came out with three. Oh it was ghastly. Perhaps you would like to know something of the spirit of the men out here now. Well the truth is (and as I said before I’d be shot if anyone of importance collared this missive) every man Jack is fed up almost past bearing, and not a single one has an ounce of what we call patriotism left in him. No-one cares a rap whether Germany has Alsace, Belgium or France too for that matter. All that every man desires now is to get done with it and go home. Now that’s the honest truth, and any man who has been out within the last few months will tell you the same. In fact, and this is no exaggeration, the greatest hope of a great majority of the men is that rioting and revolt at home will force the government to pack in on any terms. Now you’ve got the real state of affairs ‘right from the horse’s mouth’ as it were. I may add that I too have lost pretty nearly all the patriotism that I had left, its just the thought of you all over there, you who love and trust me to do my share of the job that is necessary for your safety and freedom. It’s just that that keeps me going and enables me to ‘stick it’. As for religion, God forgive us all, it hasn’t a place in one out of a million of the thoughts that hourly occupy men’s mind. God bless you darling and all those I love and who love me, for without their love and trust I would faint and fail. But don’t worry dear heart o’ mine, for I shall carry on to the end be it bitter or sweet, with my loved ones ever my first thought and care, my guide inspirations and spur.
 u revoir my own sweetheart and God will keep you safe till the storm’s over, with all my heart’s deepest love. Your own loving ",,
British,na_uk_new,91,"As long as you kept your head down you were comparatively safe, so as it went on, this was where I had my first escape. I was on sentry duty for a couple of hours, from 1am to 3am and was instructed to keep a sharp look out. I did not care for the idea of keeping my head above the trench and looking for beastly Germans, however it had to be done, it was quite uncanny to watch the enemy trench which appeared somewhat like a black wave and only sixty yards in front, then you would suddenly see the flash of their rifles and machine guns immediately after would come the report and nasty thuds on the sandbags which you might be resting against. I fired about five shots at their flashes (the only target to aim at) then another two shells which lodged in the parapet either side of my head leaving about 2 to 3 inches between me and certain death. I thought that near enough but it turned out that it was to have something nearer than that. Our casualties here amounted on the average, to about two per day killed, of course, we thought it terrible at the time at least I did. Early April saw us relieved by another division and we were sent a few miles back for a well-earned rest, which consisted of physical drill and a run before breakfast. The remainder of the morning being spent in platoon drill musketry drills. After dinner we put the “cap on” our rest (why so called I do not know) by having a route march for two hours. We spent a few days like this and were dispatched with all possible speed to Ypres, here we went in to support the Canadians and spent a most unpleasant eight days, during which time we lost several hundred men, nearly all my friends who came out in the same draft and were killed or wounded, we had to retire, the best part being that the Germans did not find this out until two days after when we were more or less safely bivouacking in a very pretty wood. We stayed here for about a week; then we got to work again, digging reserve trenches just behind the front line, building up parapets which had been demolished by the enemy’s high explosive shells and such like, working all night and getting what sleep we could in the daytime. One morning we were awakened by the most awful din, it seemed as though hell had broken loose, shells were falling like summer rain. And people have often told me in the course of conversation it was raining shells and I admit I took it with a grain of salt, could not be possible I thought, but such I was surprised to find was possible and actually taking place there about 3.30am. This bombardment started and about half an hour later, I, with three others, were ordered to start reinforcing. We went up in fours, it being considered safer that way, half a mile over open ground we had to do, this being swept continually with shells, to give you a slight idea I can say the previous night, just in front of our reserve trenches was a beautifully green field, and the next morning it was as much as one could do to see any grass at all, simply one mass of craters, varying in diameter from ten to twelve paces. I had gone about half the required distance when a shell fell only a yard from where I was, the force of the concussion [explosion] pitched me several yards to my left and I came down rather heavily, however I reached the first line without any further mishap, where we had to stay until midnight when we had to be relieved again owing to not having enough me to hold the trench. Our honours were one V.C. (Victoria Cross), two D.S.O. (Distinguished Service Orders), one Military Cross and one or two D.C.M. (Distinguished Conduct Medals). The next day I paraded sick, my back paining me so much that I could not stand straight for a week after. I am now back with the regiment who are on the line of communications. We are having leave shortly and if possible will pay a visit to the Audit office. Have you any news of Chichester?",,
British,na_uk_new,92,"Have just come through a particularly nasty period. We went into the trenches on Wednesday night and on Sunday morning at 5am our Artillery commenced bombarding the German trenches and after 20 minutes had elapsed we went over the parapet. My goodness what a reception the Huns had in store for us, they simply swept the ground with machine gun fire and shrapnel. It was found impossible to make any advance in our quarter, so I dug myself in and awaited events. It was horrible suspense, as I seemed to be the only man untouched, all around me, and being personally acquainted with each man made matters worse, in fact, it’s all wrong to call them men, as they were mostly mere boys. About early afternoon I was hailed from the trench as to whether it was possible for me to get back. I replied in the affirmative and decided to run the risk of getting potted on the way. So I commenced crawling on my stomach until about a few yards from the parapet, then made a spring and rushed headlong over the top, nearly spoiling the features of a few who happened to be in the trench and were not expecting me. We were relieved that afternoon, but some of the fellows did not get in until nightfall and these experienced another bombardment… Billy Hastings is quite fit and the only pal left. We have been resting since but by all reports we shall be up again soon. No rest for the wicked it is said, and if true we must surely be a bad lot. What a terrible thing about the Lusitania, and with so many Americans aboard. Should imagine there will be more trouble. Have received box and letter dated 6th and am most thankful for everything you are all doing for me. As regards the pads, (masks of cotton pads which served as gas masks), all we were served out with were made ‘on the spot’ and consisted of a piece of gauze and tape and were steeped in a solution of bicarbonate of soda, prior to this charge. I lost all my belongings except the Gillette (razor) so should be glad of a few toilet requisites when next you are sending a parcel. Do not trouble about towel and perhaps Frank would get me a shaving brush. Must now close. Much love to all.",,
British,na_uk_new,93,"I am much nearer the front now, and we moved here last Tuesday. It was a long march and of course done at night, and our present billet is a farm (or the remains of one) in a large village about ¾ mile from the trenches, more north than we were before, and nearer the Belgian frontier. It is an awfully desolate spot and constantly under shell fire. This morning I was trying to get a sleep on the grass, when a shell burst in a tree, not fifty yards away, and sent a shower of leaves to the ground. Fortunately no one was hit, another burst in the same field ten minutes afterwards, then I thought it was time to shift! So went into a barn. There are a number of dugouts around, but they are so cold, and you might get buried inside. The farm is a vile place, with a lot of stagnant water around, and a lot of German soldiers are buried here. The barn where we sleep would be improved if a shell struck the roof, and ventilated it, in our absence! As the smell inside is bad, and makes it nearly necessary to wear a respirator! The rats seem to object to our company as they often have a free fight on top of us. Last night was my first experience in the trenches, and we returned to billet this morning. The din is simply awful, and just lately the big guns have been giving the enemy ‘beans’ every night. I am glad to say we had no casualties, although the rifle fire was heard at times, especially on our left, where the Germans made an attack on the Indian troops. The British gun fire was simply terrific, all night, and the Germans did not reply very much. It was fine to watch the flashes of our guns at our backs, although the screaming of the shells overhead is at first rather ‘scaring’ to say the least of it! However the news we hear from day to day at this part of the front is very cheerful, and encouraging. Yesterday I came across an Indian soldier who could speak English very well, and he thought another month would see the war over, also a German officer captured near here, said it could not go on very much longer. I for one hope these remarks will prove correct! The church here is practically demolished, just some of the walls and tower standing, and the churchyard is in a bad state. Great holes have been made and bones exposed. In these holes is water sufficiently deep to drown anybody. Great stone vaults have been opened, and coffins and bodies can be seen. Of course the place here is not inhabited except by soldiers. I have been through some of the big houses, and plenty of good carved furniture, pictures, fittings etc. still remain in them. I also have been in some of the gardens, and roses just coming into bloom can be seen in great numbers. I should like to see them at home! Well I must close now, and hope you are all keeping well. Again thanking you all for our good wishes.
",,
British,eu_statesman,94,"My dear mother: It is Sunday again and “mothers day” at that so I’ll have to take the Chaplains advice and write to my mother. We were all at services this afternoon and he gave us quite a nice talk on our duties in writing home as often as we possibly could. Sunday is about the only day we have in which to write anymore for by the time we finish our work during the weekdays we are either too tired or have no time to do it. We took advantage of it being Sunday morning and didn’t get up till 8 o’clock. Had a good breakfast of hotcakes, bacon, coffee and doughnuts. We still have plenty of good food and one of the cooks is a pastry cook so we get doughnuts and cake every day or so. We get our dinner in the field now prepared in those army field kitchens. The stuff is cooked as the rig is pulled along the road. It has been raining most of the time this week and is trying hard to do it today. This is a great asparagus country around here for they have acres and acres of it. The rows are hilled up like they used to fix the mud grafts in the nursery. They cut it off about 6 or 8 inches below the ground just after the top shows for they won’t use it after it has come up and turned green. They certainly keep their fields clean and put in lots of hard work on it. The girls do all or most of the work now that the men are away. Two of us have an invitation out to supper tonight with a family near here and expect to have a good time. The people are all very hospitable here and will do almost anything for us.",,
Canadian,cba.ca ,95,"Just a wee note. I am ""going over the parapet"", and the chances of a ""sub"" getting back alive are abut nix. If I do get back, why you can give me the horse laugh. If not this'll let you know that I kicked out with my boots on So, cheer up, old dear, and don't let the newspapers use you as material for a Saturdaymagazine
feature. You know the kind: where the ""sweet-faced, grey-haired, little mother, clutching the last
letter from her boy to her breast, sobbed, “’He was such a fine lad,' as she furtively brushed the
glistening tears from her eyes with a dish rag, etc. etc."" I’m going to tell you this in case my company commander forgets. Your son is a soldier, and a
dog-gone good one, too, if he does say it himself as shouldn't. And if he gets pipped it'll be doing
his blooming job. In a way it's darned funny. All the gang are writing post mortem letters and kind of half ashamed
of themselves for doing it. As one of our officers said: ""If I mail it and come through the show,
I'll be a joke. If I tear it up and get killed I'll be sorry I didn't send it."" ",,
Canadian,cba.ca ,96,"This is the first day they have allowed us to write letters since this battle began and I have no doubt you are anxious to hear from me. Well, we have lost an awful lot of our fellows, and to those of us who are left it seems just a miracle that any of us came through alive. How I did not get hit I do not know, but I was one of the lucky ones that got through it without a
scratch, although I got several bullet holes through my clothes. About two brigades of Canadians held about five times as many Germans. It would have done
you good to see the boys. I did not see one show the white feather, but each had a set face and
went right at it. We held the Germans and charged them back until they started to use that awful gas, and they
forced the French on our left to retreat. So we had to retreat too or we would have been cut right
off.  It was just a nightmare, a hell, retreating across the ground, with the Jack Johnsons digging great
holes and the shrapnel raining down upon us, and the bullets striking everywhere. We could see
the boys falling everywhere, and it was just awful to hear them cry out.  Thank goodness the Artillery and English reinforcements came up when they did and drove the
Germans off. Our machine gun sergeant is to be recommended for the V.C. He sure is a brave man, and he is
very badly wounded. Our machine gun wiped out hundreds of Germans. Poor Tom Smith of Cobourg. Tom is gone. I am very sorry for Mrs. Bolster, but Major Bolster
died a brave death. He was the last of his company to leave the trench and he had a smile on his
face. We have lost two of our guns and there are only eleven of us left out of the section. Well all the
boys did the best they could and I for one am ready to do it again, only I hope the war will soon
end, for the sake of the poor parents, wives and sweethearts of all the soldiers. Still I thank God that I am spared and always pray that He will soon end the war. ",,
French,cba.ca ,97,"I thought I should write to let you know I'm safe and I'm recovering. I miss you and the rest, give everyone a hug from me and tell Rosie I hope she's being good. The hospital is constantly got new soldiers coming in suffering from nervous exhaustion and
shell shock too so I'm not the only one, the doctor said it is an injury to the nerves and told me to
rest and they are putting in place electric shock treatment. All the nurses are very sympathetic
but sometimes when they think we cant hear them they call us all weak and say we are cowards I'm not suffering as much as most, a young gentleman has been learning to walk again yet he still
wants to get back to the frontline. Yes, I am returning to the frontline soon so that's why I took
this opportunity to write. We had strict orders not to take prisoners, no matter if wounded my first job was when I had
finished cutting some of their wire away, to empty my magazine on 3 germans that came out of
one of their deep dugouts they was bleeding badly begging for them to be put out of their misery.
They cried for mercy, but I had my orders, they had no feeling what so ever for us ... it makes my
head jump to think about it. One time I was in serious danger I was almost completely paralysed with fear. I was sitting with
Taylor (a fellow soldier) on the fire-step of a trench during an intense bombardment, when it
seemed certain that we must be killed at any moment. Shots fired around us; each moment
threatened to be the last. I was conscious of biting the fabric on my top to prevent my teeth from
chattering. If I had been alone on that occasion I believe that I would be dead now; it was the
presence of others that saved me.",,
German,cba.ca ,98,"Since the last letter that was written directly from the battle under heavy shelling and infantry fire, it has constantly continued that way … there is no word for it! And not for that which followed. Shooting, slashing, stabbing, bashing. It all took half an hour as the clock showed afterwards
when things had calmed down. There were no more Russians, only corpses, a few ragged,
dreadfully trembling prisoners, otherwise all dead! Heaps! Heaps! The first lines moved in with hand grenades, behind them with rifle and bayonet, behind them -
unbelievable! Unbelievable! Multitudes with clubs and axes, certainly only to finish us off like
cattle, those of us who had escaped the other weapons alive and were still breathing Dogs! Dogs! They had not yet known Prussian soldiers. Certainly not. There was no more
mercy! I have never experienced such a thing, never want to experience it again and will never speak of
it again Oh Wife! Oh love! Be strong! Be brave! It is all going well! Surely! Post even arrived yesterday
morning!",,
